id,name,condition_id,desc,cd,target_relation,show,effect_addition,aeffect_addition,citta_id,hate,script_type,param1,param2,param3,param4,param5,range_positive0,range_negative0,max_target_number0,buffid0_1,buffid0_2,buffid0_3,buffid0_4,buffid0_5,buffid0_6,buffid0_7,range_positive1,range_negative1,max_target_number1,buffid1_1,buffid1_2,buffid1_3,buffid1_4,buffid1_5,buffid1_6,buffid1_7,range_positive2,range_negative2,max_target_number2,buffid2_1,buffid2_2,buffid2_3,buffid2_4,buffid2_5,buffid2_6,buffid2_7,range_positive3,range_negative3,max_target_number3,buffid3_1,buffid3_2,buffid3_3,buffid3_4,buffid3_5,buffid3_6,buffid3_7,range_positive4,range_negative4,max_target_number4,buffid4_1,buffid4_2,buffid4_3,buffid4_4,buffid4_5,buffid4_6,buffid4_7,range_positive5,range_negative5,max_target_number5,buffid5_1,buffid5_2,buffid5_3,buffid5_4,buffid5_5,buffid5_6,buffid5_7,range_positive6,range_negative6,max_target_number6,buffid6_1,buffid6_2,buffid6_3,buffid6_4,buffid6_5,buffid6_6,buffid6_7,range_positive7,range_negative7,max_target_number7,buffid7_1,buffid7_2,buffid7_3,buffid7_4,buffid7_5,buffid7_6,buffid7_7,need_lv,level_up_cost
101004,华雄技能4,2,,3,2,assetbundle/tx_hx01_skill01(matinee).matinee,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
101005,华雄技能5,2,,3,2,assetbundle/tx_hx01_skill01(matinee).matinee,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
101006,华雄技能6,2,,3,2,assetbundle/tx_hx01_skill01(matinee).matinee,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
101007,华雄技能7,2,,3,2,assetbundle/tx_hx01_skill01(matinee).matinee,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
101008,华雄技能8,2,,3,2,assetbundle/tx_hx01_skill01(matinee).matinee,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
101009,华雄技能9,2,,3,2,assetbundle/tx_hx01_skill01(matinee).matinee,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
101010,华雄技能10,2,,3,2,assetbundle/tx_hx01_skill01(matinee).matinee,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
101011,华雄技能11,2,,3,2,assetbundle/tx_hx01_skill01(matinee).matinee,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
101012,华雄技能12,2,,3,2,assetbundle/tx_hx01_skill01(matinee).matinee,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
101013,华雄技能13,2,,3,2,assetbundle/tx_hx01_skill01(matinee).matinee,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
101014,华雄技能14,2,,3,2,assetbundle/tx_hx01_skill01(matinee).matinee,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
101015,华雄技能15,2,,3,2,assetbundle/tx_hx01_skill01(matinee).matinee,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
101016,华雄技能16,2,,3,2,assetbundle/tx_hx01_skill01(matinee).matinee,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
101017,华雄技能17,2,,3,2,assetbundle/tx_hx01_skill01(matinee).matinee,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
101018,华雄技能18,2,,3,2,assetbundle/tx_hx01_skill01(matinee).matinee,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
101019,华雄技能19,2,,3,2,assetbundle/tx_hx01_skill01(matinee).matinee,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
101020,华雄技能20,2,,3,2,assetbundle/tx_hx01_skill01(matinee).matinee,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
##董卓技能##,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102001,董卓技能1,2,向前方倾泻大量火箭，对范围内的敌人造成三次95%+15点伤害,0,2,assetbundle/tx_dz01_skill02(matinee).matinee,0,0,-1,5,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-3.6,10,102001,-1,-1,-1,-1,-1,-1,8,-3.6,10,102001,-1,-1,-1,-1,-1,-1,8,-3.6,10,102001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_1000|10900002_2
102002,董卓技能2,2,向前方倾泻大量火箭，对范围内的敌人造成三次96%+30点伤害,0,2,assetbundle/tx_dz01_skill02(matinee).matinee,0,0,-1,5,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-3.6,10,102002,-1,-1,-1,-1,-1,-1,8,-3.6,10,102002,-1,-1,-1,-1,-1,-1,8,-3.6,10,102002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_1500|10900002_3
102003,董卓技能3,2,向前方倾泻大量火箭，对范围内的敌人造成三次97%+45点伤害,0,2,assetbundle/tx_dz01_skill02(matinee).matinee,0,0,-1,5,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-3.6,10,102003,-1,-1,-1,-1,-1,-1,8,-3.6,10,102003,-1,-1,-1,-1,-1,-1,8,-3.6,10,102003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_2500|10900002_4
102004,董卓技能4,2,向前方倾泻大量火箭，对范围内的敌人造成三次98%+60点伤害,0,2,assetbundle/tx_dz01_skill02(matinee).matinee,0,0,-1,5,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-3.6,10,102004,-1,-1,-1,-1,-1,-1,8,-3.6,10,102004,-1,-1,-1,-1,-1,-1,8,-3.6,10,102004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_4000|10900002_5
102005,董卓技能5,2,向前方倾泻大量火箭，对范围内的敌人造成三次99%+75点伤害,0,2,assetbundle/tx_dz01_skill02(matinee).matinee,0,0,-1,5,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-3.6,10,102005,-1,-1,-1,-1,-1,-1,8,-3.6,10,102005,-1,-1,-1,-1,-1,-1,8,-3.6,10,102005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_6000|10900002_6
102006,董卓技能6,2,向前方倾泻大量火箭，对范围内的敌人造成三次100%+90点伤害,0,2,assetbundle/tx_dz01_skill02(matinee).matinee,0,0,-1,5,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-3.6,10,102006,-1,-1,-1,-1,-1,-1,8,-3.6,10,102006,-1,-1,-1,-1,-1,-1,8,-3.6,10,102006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_8500|10900002_7
102007,董卓技能7,2,向前方倾泻大量火箭，对范围内的敌人造成三次101%+105点伤害,0,2,assetbundle/tx_dz01_skill02(matinee).matinee,0,0,-1,5,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-3.6,10,102007,-1,-1,-1,-1,-1,-1,8,-3.6,10,102007,-1,-1,-1,-1,-1,-1,8,-3.6,10,102007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_11500|10900002_8
102008,董卓技能8,2,向前方倾泻大量火箭，对范围内的敌人造成三次102%+120点伤害,0,2,assetbundle/tx_dz01_skill02(matinee).matinee,0,0,-1,5,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-3.6,10,102008,-1,-1,-1,-1,-1,-1,8,-3.6,10,102008,-1,-1,-1,-1,-1,-1,8,-3.6,10,102008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_15000|10900002_9
102009,董卓技能9,2,向前方倾泻大量火箭，对范围内的敌人造成三次103%+135点伤害,0,2,assetbundle/tx_dz01_skill02(matinee).matinee,0,0,-1,5,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-3.6,10,102009,-1,-1,-1,-1,-1,-1,8,-3.6,10,102009,-1,-1,-1,-1,-1,-1,8,-3.6,10,102009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_19000|10900002_10
102010,董卓技能10,2,向前方倾泻大量火箭，对范围内的敌人造成三次104%+150点伤害,0,2,assetbundle/tx_dz01_skill02(matinee).matinee,0,0,-1,5,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-3.6,10,102010,-1,-1,-1,-1,-1,-1,8,-3.6,10,102010,-1,-1,-1,-1,-1,-1,8,-3.6,10,102010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_23500|10900002_11
102011,董卓技能11,2,向前方倾泻大量火箭，对范围内的敌人造成三次105%+165点伤害,0,2,assetbundle/tx_dz01_skill02(matinee).matinee,0,0,-1,5,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-3.6,10,102011,-1,-1,-1,-1,-1,-1,8,-3.6,10,102011,-1,-1,-1,-1,-1,-1,8,-3.6,10,102011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_28500|10900002_12
102012,董卓技能12,2,向前方倾泻大量火箭，对范围内的敌人造成三次106%+180点伤害,0,2,assetbundle/tx_dz01_skill02(matinee).matinee,0,0,-1,5,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-3.6,10,102012,-1,-1,-1,-1,-1,-1,8,-3.6,10,102012,-1,-1,-1,-1,-1,-1,8,-3.6,10,102012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_34000|10900002_13
102013,董卓技能13,2,向前方倾泻大量火箭，对范围内的敌人造成三次107%+195点伤害,0,2,assetbundle/tx_dz01_skill02(matinee).matinee,0,0,-1,5,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-3.6,10,102013,-1,-1,-1,-1,-1,-1,8,-3.6,10,102013,-1,-1,-1,-1,-1,-1,8,-3.6,10,102013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_40000|10900002_14
102014,董卓技能14,2,向前方倾泻大量火箭，对范围内的敌人造成三次108%+210点伤害,0,2,assetbundle/tx_dz01_skill02(matinee).matinee,0,0,-1,5,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-3.6,10,102014,-1,-1,-1,-1,-1,-1,8,-3.6,10,102014,-1,-1,-1,-1,-1,-1,8,-3.6,10,102014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_46500|10900002_15
102015,董卓技能15,2,向前方倾泻大量火箭，对范围内的敌人造成三次109%+225点伤害,0,2,assetbundle/tx_dz01_skill02(matinee).matinee,0,0,-1,5,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-3.6,10,102015,-1,-1,-1,-1,-1,-1,8,-3.6,10,102015,-1,-1,-1,-1,-1,-1,8,-3.6,10,102015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_53500|10900002_16
102016,董卓技能16,2,向前方倾泻大量火箭，对范围内的敌人造成三次110%+240点伤害,0,2,assetbundle/tx_dz01_skill02(matinee).matinee,0,0,-1,5,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-3.6,10,102016,-1,-1,-1,-1,-1,-1,8,-3.6,10,102016,-1,-1,-1,-1,-1,-1,8,-3.6,10,102016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_61000|10900002_17
102017,董卓技能17,2,向前方倾泻大量火箭，对范围内的敌人造成三次111%+255点伤害,0,2,assetbundle/tx_dz01_skill02(matinee).matinee,0,0,-1,5,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-3.6,10,102017,-1,-1,-1,-1,-1,-1,8,-3.6,10,102017,-1,-1,-1,-1,-1,-1,8,-3.6,10,102017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_69000|10900002_18
102018,董卓技能18,2,向前方倾泻大量火箭，对范围内的敌人造成三次112%+270点伤害,0,2,assetbundle/tx_dz01_skill02(matinee).matinee,0,0,-1,5,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-3.6,10,102018,-1,-1,-1,-1,-1,-1,8,-3.6,10,102018,-1,-1,-1,-1,-1,-1,8,-3.6,10,102018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_77500|10900002_19
102019,董卓技能19,2,向前方倾泻大量火箭，对范围内的敌人造成三次113%+285点伤害,0,2,assetbundle/tx_dz01_skill02(matinee).matinee,0,0,-1,5,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-3.6,10,102019,-1,-1,-1,-1,-1,-1,8,-3.6,10,102019,-1,-1,-1,-1,-1,-1,8,-3.6,10,102019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_90000|10900002_20
102020,董卓技能20,2,向前方倾泻大量火箭，对范围内的敌人造成三次114%+300点伤害,0,2,assetbundle/tx_dz01_skill02(matinee).matinee,0,0,-1,5,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-3.6,10,102020,-1,-1,-1,-1,-1,-1,8,-3.6,10,102020,-1,-1,-1,-1,-1,-1,8,-3.6,10,102020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_1
##曹仁技能##,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103001,曹仁技能,2,双盾暴力出击，对前方单位造成124%+25点伤害并击退，同时5秒内增加20%防御，10次受击后触发。,0,2,assetbundle/tx_cr01_skill01(matinee).matinee,0,0,-1,20,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.5,0.3,99,103001,103101,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_1000|10900002_2
103002,曹仁技能,2,双盾暴力出击，对前方单位造成126%+50点伤害并击退，同时5秒内增加20%防御，10次受击后触发。,0,2,assetbundle/tx_cr01_skill01(matinee).matinee,0,0,-1,20,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.5,0.3,99,103002,103101,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,50000005_1500|10900002_3
